language,family,genus,pop,I,you,we,one,two,person,fish,dog,louse,tree,leaf,skin,blood,bone,horn,ear,eye,nose,tooth,tongue,knee,hand,breast,liver,drink,see,hear,die,come,sun,star,water,stone,fire,path,mountain,night,full,new,name
NIGERIAN_ARABIC,AA,SEMITIC,1563000,ana,inta,anina,wahid,tinen,nadi-nadum,samaka-Xuta,kalb,0,Sadara,waraga,jilde,damm,adum,garn,dan,en,munxur,sinn,lisan,rukuba,id,ded,kibde,Sarab,Saf,simi,mat,ja,Sam,najima,alme,hijer,nar,Sari,hajar,lele,mal7an,jadid,isim
OGADEN_ARABIC,AA,SEMITIC,0,ana,ana,niXin,waXid,tinen,rajul,samak,kalb,qumal,Sajar,waraq,jisim,dam,Xa8im,qarn,u8un,Xen,anf,sin,lisan,rukba,yad,8ari,kabd,Sarab,Saf,samaX,mat,aja,Sams,kokab,moya,Xajar,nar,tariq,jabal,lel,0,jadid,isim
PALESTINIAN_ARABIC,AA,SEMITIC,6798000,ana-En3,int3-inti,EXn3,waXad-Xad,8nen,SaXis,0,CElb,0,Sajar3,warak3,jild3,dEmm,Xa8ma,0,widin-8En,Xen,munXar,snan,ulsEn,0,id,0,kibd3,Sorab-iSrEb,Suf,0,mut,taXal-iji,SEmis-Simis,0,mayy,Xajar,nar,tarik-sinna,0,lela-lel,m3lEn,0,isim
PHOENICIAN,AA,SEMITIC,-2,0,0,0,7Xd,Snm,7dm,0,0,0,0,0,0,0,0,0,0,Xn,0,0,lSn,0,yd,0,0,0,Xzy,SmX,mt,b7,SmS,0,mym,7bn,0,drk,hr,ll,0,0,Sm
PROTO_SEMITIC,AA,SEMITIC,-2,0,0,0,0,0,0,0,kalb,0,iS,0,maSk,dam,atm,0,udn,ayn,anp,Sin,liSan,birk,yad,S3r,kabid,Sty,0,0,mwt,0,SamS,kabkab,may,abn,iSat,0,k3rm,layliy,0,0,0
SABEAN,AA,SEMITIC,-2,7n,7nt-7t,0,wXd,kly-8ny,7nL-mr7,0,0,0,0,0,0,0,0,0,0,Xyn,0,0,lLn,0,yd-7d,0,0,0,r7y,LmX,mwt-myt,7tw-m87,smL,0,mw,7bn-Xgr,0,fnwt-7rx,Xr,lyl-ll,0,0,Lm
SAN_ANDRES_ARABIC_1,AA,SEMITIC,25871950,ana,enta,nana,uaxed,itnaen,Saks,samak,alb,0,SaZar,warak,Zult,dam,ad3m,0,0,0,0,0,lsen,r3kb3,iad,0,0,Sur3b,0,0,maut,0,Sams,naZum,mai,haZar,nar,tar3k,Zabal,lael,melen,Zadid,Esem
SAN_ANDRES_ARABIC_2,AA,SEMITIC,25871950,ana,ent,nana,uaxad,itnaen,insen,samek,qalb,0,SaZara,wara,Z3lt,dam,ad3m,0,0,0,0,0,lsen,r3kbe,iad,0,0,i7aSarab,0,0,mut,0,Sams,neSmi,mai,haZar,nar,tarik,ZabEl,lael,malen,iSdid,Esem
SAN_ANDRES_ARABIC_3,AA,SEMITIC,25871950,ana,enta,nana,uaxed,itnaen,SaXes,samak,aleb,0,SaZara,waraka,Zult,dam,ad3m,0,0,0,0,0,lsen,r3kbe,i8en,0,0,aSorob,0,0,maut,0,Sames,nZum,mai,hazar-haZar,nar,tarik,Zabal,lel,malen,Zdi8,Esem
SAURI,AA,SEMITIC,25000,he,het-hit,nXa,tad,tro,erdem,aXtot,ekob-kelbit,kunut,herum,seglif,god,dor,Xadid,qun-qayrun,iden,Xayn,naxrir,Sun,elSinet,erkebet,ed-eyd-dags,tedi,Sibdit,Stiq,galoq,SiXa5,Xarog,nuka-zXam,Sum-Sam,kibkib,mi,fdun-fedun-nugr,sot,orim,gel,aser,i5li,idun,Sum
SHEHRI,AA,SEMITIC,25000,he-he7,hEt,nan,tad,troh,Ensi,cod,kob,sinit,heyrom,cxiZfot,god,dohr,XayCeC,kuhn,idEn,Xihn,nahrer,Snin,ElSEn,bErk,ed,toE7,Subdet,Susi,Sini,SiX,harog,nikaX,yum,k3bkeb,mih,fudun,Sot,orm,her,Xac3r,miZi7,odin,Sum
SILTE,AA,SEMITIC,935000,0,0,i53,3d,0,0,0,buCo,kmal,int,0,g3lb3,d3m,3tm,0,0,in,0,0,0,0,3nj,tub,0,0,0,0,0,0,0,0,m3y,un,0,0,0,soz3,0,0,0
SODDO,AA,SEMITIC,255000,3di,0,35E,Et,kit,sEb,EsE,wosE,k3mEl,zEf,k3tEl,gogE,dEm,Et3m,k3r,3nz3n,in,EnfunE,0,mElEs,gulbEt,wy,t3buiiE,g3bot,sETEm,0,0,0,mEtEm,i3mEr,kokEb,igE,3mEiE,wsEt,0,gEgErE,mESEmEn,0,Edis,S3m
SOQOTRI,AA,SEMITIC,71400,ho,het-hit,Xan,tad,tro,Xey,Xot,kalb,konem,heram-Serehom,Xes,gald-gad-sirhi,dur,seXloh,qan,idihen,Xain,Naxrir,saXal,leSin,berk,Xed,qotl,Sibdeh,rwy-re-neSiz,sini,hemaX,same,nk7,Sam,kibSib,riho,oben,siat,Xorim,fedehon,lilhe,ml7-md,Xazi,Sem
SOQOTRI_2,AA,SEMITIC,71400,hohon,0,hanhen,tad,tiro,Xag,sode,kalb,konum,Sirohom,saXlifo,gad,dEr,sahlo,kan,idih3n,Xayn,nahrir,Xale,leSin,bark,e7ed,todi,Sibde,re,Sini,hemaX,same,gedah,Sam,kibSib,riho,oben,Siyat,orim,fedehon,hte,mili,gadid,Sem
SOUKHNE_SYRIAN_ARABIC,AA,SEMITIC,15379000,ana,iXna,imi,weeXdi,SaCara,insan,samaCi,Calb,kaml,sinn,waraka,Cild,damm,Xa8m,girin,i8n,Xen,xiSm,lsin,int,ruCbi,ed,8idi,0,iSrib,Saf-tass,ismiX,mat,aca,Sams,niCmi,8nen-nel,XaCar,nar,tarik,Cabal,leli,malyan-madmuC,Cadid,ism
STANDARD_ARABIC,AA,SEMITIC,-2,EnE,EntE-Enti,nEnu,wEXid,i8nEni,SES-insEn,sEmEk,kElb,0,SEjErE,wErEqo,bESErE-jild,dEm,XEzm,0,u8un,XEin,Emf-Enf,sin,lisEn,rukbE,yEd,0,kEbid,SEribE,rE7E-yErE,sEmiXE-istEmEXE,mEtE,jE7E,SEms,nEjm,mE7,XEjEr,nEr-XEriq,toriq-dErb,jEbEl,lEilE,mEli7,jEdid,ism
SUDANESE_ARABIC,AA,SEMITIC,16967000,0,0,0,0,0,insan,0,kalib,0,Sajara,safaga,0,0,0,garin,Xadan,Xen,0,sin,0,rukba,id,sadr,0,0,0,0,0,0,0,najma,0,Xajar,0,0,jabal,0,0,0,0
SYRIAN_ARABIC,AA,SEMITIC,25871950,EnE,3nte-3nti,n3nE,woXed,tnen,SEx3s,sEmEke,kElb,omle,SEZErE-ESZEr,wEro7o,Z3l3d,dEm,Xodme,or3n,3d3n,Xen,m3nxEr-3nf,s3n,lsEn,r3kbe,id,s3d3r,k3b3d,S3reb,SEf,s3meX,mEt,3ZE,SEm3s,nEZme,moy-moye,XoZEr-XoZErE,nor,dErb-toru7,ZEbEl,lel,mElEn-mElEn,Zdid,3s3m
SYRIAC,AA,SEMITIC,-1050,ena,ant,Xnan,Xadh,treyn,bar7naSa,nuna,kalba,qalmtha,ilana,tarpa,meSka,dma,garma,qarna,edhna,Xaina,nXira,Senna,leSana,burka,idha,Xadya,kabhda,eSti,Xza,SmaX,mith,etha-mta,SemSa,kaukbha,mayye,kepha,nura,urXa,tura,lelya,mle,Xadhtha,Sma
SYRIAC_2,AA,SEMITIC,-1050,ena,at-ant,X3nan,Xad,taren,barnaS,nun,kalb,kalm3t,ilan,tarp,meSk,d3m,garm,karn,edn,ayn,neXir,Sen,leSan,burk,id,Xady,kabd,Sty,Xzy,SmX,myt,ty,SemS,kawb3b,maye,k3p,nur,urX,tur,lely,m3le,Xad3t,S3m
TIGRE,AA,SEMITIC,1390000,ana,inta,Xina,orot,klot,adam-nafar,XaSobat,kalib,kamalat,iCyat,katfat,garob,dam,XaCim,kar,idin,Xen,anif,nib,lisan,birik,ide,tib,kabdat,sata-site,ra-lire,samXa-simaX,mota,mat7a,intay,kokab,may,ibanat,isat-nad,gabay-garabit,dabir,lali,mulu7,jadid,sim
TIGRE_2,AA,SEMITIC,1390000,ana,3na,X3na,woro,k3lot,adam,Xasa,kal3b,k3mel,X3cat,kataf,karbat,dam,Xasim,kar,3z3n,X3n,an3f,anab,n3sal,0,3de,t3b,kabdat,sata,ra7a,sama,mota,masa,saXay,kokab,may,3b3n,3sat,gabay,dab3r,lali,0,Xadis,s3m
TIGRIGNA,AA,SEMITIC,7747400,ane,n3s3ka,n3Xna,Xada,k3l3te,sab,Xasa,kalbi,kw3mal,om,qasli,k3rbat,dam,Xasmi,karni,3zni,Xayni,af3nCa,s3ni,malXas,b3rki,id,darat,kabdi,sataya,ra7aya,samXe,mota,mas7e,saXay,kokob,may,3m3ni,Xawi,mangadi,3mba,layti,mulu7,Xadis,s3m
TIGRINYA,AA,SEMITIC,7747400,an3,ka-anta,n3na,Xad3-Xanti,k3l3t3,akal,Xasa,k3lb,q3mal,X3ns3ti-om,q3sli,q3rb3t-adim,d3m,Xasmi,q3rni,3zn,Xan-Xay3an3,af3nCa-Sanf3t,s3ni,l3san-m3las,b3rk,3d,tub,s3lam,s3t3y3,r37ay3,s3me,mot3,m3se,s3hay,kok3b,may,3mni,3sat,m3ng3di-f3not,d3b3r-3mba,l3ti,m3lu7,Xadis,s3m-S3m
TIGRINYA_2,AA,SEMITIC,7747400,anE,n3s3xa,n3na,XadE,k3ltE,sEb,Xasa,kElbi,kumal,om,kEsli,korbEt,dEm,Xatsmi,kErni,3zni,Xani,af3nCa,s3ni,mElEs,b3rki,id,tub,tafiya,sEtEyE,rE7ayE,sEmE,mote,mEs7e,seXay,koxEb,may,3mni,Xawi,mEngEdi,3ma,lEti,0,XadiS,s3m
TRIPOLI_JEWISH_ARABIC,AA,SEMITIC,3564000,EnE,nE-ni,XnEn,woXEd-wEdE,tnin-zuz,bnEd3m,XoC-XoCE,k3lb,0,sz3r-s3zrE,0,Z3ld,d3m,Xdom-XEdmo,0,0,Xen,XS3m-XS3m,s3n,lsEn,0,0,b3zunE-sdor,kobdE,Srob,0,0,mEC,0,s3ms-s3ms,0,mE-moyE,XZ3r,XEfE-Xreqo-nor,SErEX-treq,Zb3l-Zb3l,lilE,m3lEn-m3lEn,Zdid,sEmi
TUNISIAN_ARABIC_MAGHRIB,AA,SEMITIC,11440900,EnE,intumE,EXnE,wEXid,8nin,Saxs,Xut,kElb,qamlE,SZar,warqa,Zild,dEm,8am,garn,w8in,in,xSEm,sinnE,lsEn,rukbE,yid,bazzulE,kibdE,uSrub,Suf,EsmE7,mut,iZE,SEms,niZmE,mE,XaZra,nar,mEmSE,ZbEl,lil,mibbi,Zdid,ism
TUROYO,AA,SEMITIC,99000,ono,hat,xahna,ha-hdo,tre,xisan,n3nto,kElbo,nawto-qalmo,dawmo-lilono,waraqto,gEldo,xEdmo,garmo,qarno,xadno,Eyno,nhire,arSo,liSono,barko,xido,sadro,0,0,hoze,0,0,xati,S3mSo,0,maye,kefo,nuro,darbo,turo,0,malyo,hato,x3Smo
UGARITIC,AA,SEMITIC,-2,an-anaku,ata-at,0,aXd,8n,adm-bunuSu,dg,klb,0,Xs,0,Xoru,dm,X8m,qrn,udn,Xn,apu,Sn,laSanu,brk,yd,8d,kbd,Sty,amr-Xdy,SmX,mt,atw-b7a,SapSu,kbkb,my,abn,iSitu-nr,ntb,gbl-xr,ll,0,Xd8,Sm
URMI,AA,SEMITIC,598000,3n3,3t,3n3-3n3n,x3,tre,n3S3,0,0,0,0,0,0,0,0,0,0,ana,0,0,liS3n3,0,id3,0,0,0,xz3y3,Smaya,m3t3,t3y3,SimS3,0,miy3,kip3,0,urx3,tura,leli,0,0,Sim3
WALANI_SILTE,AA,SEMITIC,0,3he,atE,353,3d,hoit,sEb,asa,buCo,kumal,3nCi,kutEl,goga,0,at3m,kEr,3z3n,in,bErbEri,3s3n,arimEt,b3rk,3n,tub,k3bt,0,0,0,0,0,air,kokob,me,un,jira,uN3,0,arot,0,ajis,sum
WESTERN_NEO_ARAMAIC,AA,SEMITIC,24000,EnE,hECC,EnEX,EXXEz-eXzE,isri-sErC,bErnoSE,sEm3TtE,xElpE,0,0,0,xeltE,ezmE,xermE,0,eznE,XEynE,0,SennE,0,rxoppsE,izE,0,0,0,iX3m,yiSmEX,myt,sole,SimSE,xEwTEpsE,mo-moyE-mu,xefE,nurE,terbE,turE,lelyE,0,XECC,eSmE
YEMEN_SANAANI_ARABIC,AA,SEMITIC,7600000,7ana,7ant,Xna,waXid,8intayn,Saybeh,Xut,kalb,gamleh,Sijareh,waragih,jild,damm,Xa8ma,garn,7i8n,Xayn,nuxreh,sinn,lisan,rukbih,iad,sadr,kabdih,Sirib,ibsar,simiX,mat,ja7,Sams,najm,maa7,Xajar,nar,tarig,jabal,layl,matrus,jadid,7ism
ZWAY,AA,SEMITIC,4880,eiE,0,35E,hEd,hoit,sEb,0,g35i,k3mEi,3ntet,k3tei,gugE,dEm,hEt3m,kEr,3z3n,in,n3ft,0,ErEmEt,gulbEt,3nyi,tub,gobut,sETin,0,0,0,mEttEn,Erit,kokEb,mEi,umon,yirE,0,sEri,Erut,0,woirE,s3m
ARI,AA,SOUTH_OMOTIC,285000,ita,ana,wota,w3lEka,kastEn,Ed,toila-tola,aksi,kasa,axa,kEla,azi,zomi,lEfi,koS3ma,kam,afi,nuki,aci,adim,buqa,an,ami,turi,woCa,SEde,kamska,dEs,kor,hay,manka,noka,seni,nowa-noa,gogi,gEmEr,Tumi,0,kila,nami
BANNA,AA,SOUTH_OMOTIC,74500,ina,ya,wodi,kola,lama,Edi,kara,qaski,qasa,haqa,aCa,Ebe,maq3s,lEfa,qoSo,qami,aei,nuki,aci,at3pa,buko,ani,qaqa,torobo,wuCa,SEda,qansa,di7idi,ni7a,hai,manka,noqo,seni,nu,qoti,Tuka,soti,0,hali,nabi
DIME,AA,SOUTH_OMOTIC,570,ato,yau,woto,okEl,kastEn,eyu,oro,kEno,garso,haxo,Ergo,biCo,makso,kos,uSum,kamo,apo,nuko,Eco,edin,boq,ano,imo,tato,wuCa,ingo,kamso,laTn,sad,eyo,bez,n3xo,lal-lalo,nunu,g3S,Edo,gElt,0,wolugo-wolgo,napo
AASAX,AA,SOUTHERN_CUSHITIC,350,0,0,0,kinde,Lam,7iduk,siNiri,kite,7ita,kaSiN,debiya,0,sa7aka,farit,hadoN,iatara,ilat,iriNa,liga,Seferank,Nuluet,moNok,liba,dowo,wat,7adam,has,ga,dah,7ajit-7ajet,7alalaia,ma7a,de7ok,iogot,Simut,de7ok,eramesa,haS,7amba,7imok
ALAGWA,AA,SOUTHERN_CUSHITIC,30000,ana-i,ki-ku,danda-or,wak,tsar,heru,daraXasu,gweXera,itino,xa7imo,loXi,Laqwa,tsere,fara,xarimo,e7a,ila,0,sihino,tsufara,gurunguda,daba,isa7amu,da7aye,kitaX,ar,axas,gwa,xaw,lala7a-lele7a,titsa7i,ma7ay,tla7Xa,aLa,amo,danda,amasi,hatsis,Xab,uma
BURUNGE,AA,SOUTHERN_CUSHITIC,13000,0,0,0,leN,Tad-Tada,hedi,samaki,gwehera,7ita,xa7imo,loxiya-hlufa,fala,Tede,fara,xadaN-paranda,7e7a,7ila,7urunga,7atlimo,TufaraN,gurugunda,0,7saN,jxaye,kidahu,haxari-7arima,7axasara,hamara-gwa7ara,xoTa,letu,tiTaxu,ma7ay,tla7a,7ahla,7amo,7oN,7amasi,hata-haTara,xabi,7uma
INNER_MBUGU_BUMBULI,AA,SOUTHERN_CUSHITIC,7000,ani,ari,nini-nne,we,nu,mmu,samaki,idiye,kiLo,mXatu-mhatu,ihupi,zuna-po,sako,ifwara,luharemo,ilama,i7ila,nuNa,i7iki,lu7anda,imuro,izogera,i7asemu-yasemu-inunu,itirao,waha,aho-aXo,ko,benesi-ga,lita,i7aze,ntondwe,ma7i,isahu-isaheru,ahla,kwa-kwaLi,lubwa7o-ixamba,ama,hu,ti7ale-ku7a-ku7ale-ale,iLe
IRAQW,AA,SOUTHERN_CUSHITIC,462000,aniN,kiN-kuNga7,aten,wak,tar,he,siyo,se7ay,itna,xano,loXi,kahari,tere,fara,xarmo,i7a,ila,duNa7,siXino,tifraN,guruNgura,dawa,isaN,da7aye,wah,ar,axas,ga7,xaw,lo7a,tataX,ma7ay,LaXa,asla,lohi-irwa,Loma,xera,hat,Xaben,uma
IRAQW_2,AA,SOUTHERN_CUSHITIC,462000,ani,kuN,atEn,w3k,sar,he,siyo,se7ai,itirmu,xatno,lo7o,kahari,sEre,fara,xarmo,e7a,ila,duNa7,sino,sifraN,guruNura,sai,isamo,de7e,gawa,ara,axasa,aga7,naharda,lo7a,seseX,ma7ai,taXanu,ala,lohi,toma,xera,0,XabEn,uma
KWADZA,AA,SOUTHERN_CUSHITIC,-1988,0,0,0,be7a,mbaa,hilako,tsumayi,ka7uko,daliko,tsa7unko,0,tseno,sa7uko,fala7eto,xalinko,wato,ilito,0,ihlikuko,ondalimo,kungulu7iya,tsa7amuko,0,dangalayito,wat,gal,kekem,gwa-gwa7,dah,aso,sasa7amo,ma7aya,tla7iko,xa7o,k7ilayiko,lingiyo-onko,baliko,0,ko7of,solongayo
NORMAL_MBUGU,AA,SOUTHERN_CUSHITIC,7000,mmi,we,uswi,mwe,iri-mbiri,mntu,samaki,iguro,ida,mit,ihuNo,zuna-zula,sakame,ivindi,lugunda,isikio,iziso-meso,mpua,ijenxo,lumi,ikuNkuro,kitumba,itombo,itima,nwa,vona-vwene,sikia,fwa,za,izuva,ntondo,mpombe-mazi,ibwe,moto,ndia,luNori-ikamba,kio,zuwa-izuwa,Sa,izina
PROTO_SOUTH_CUSHITIC,AA,SOUTHERN_CUSHITIC,-2,ani,ata,nana-nani,0,Lama,0,0,0,ita,xa-xa7,0,gon,sak,0,xad,0,ila,3d3Na,iLika,anda,g3l3,daba-m3g3,0,0,0,ar,0,0,dah,ac,0,ma7a,0,aLa,0,gipe,ama,0,ab,0
PROTO_WEST_RIFT,AA,SOUTHERN_CUSHITIC,-2,ana,ki-ku,hanta,wak,cada,hedi,siyo,gwihira-so7ay,itino-itidimo,xa7ino,lo-iya,fala,cede,fara,xadaNw,i7a,ila,uruNa-duNi7i,sihino-antlo,cufiraNw,gurugunda,daba,isaNw,da7aye,wah-kitah,ar,axas,gwa7-kaka,xaw,lala7o,cica-cicu,ma7ay,tla-tlano,asla,amo,tloma,amasi-piray,0,Xab,uma
ANGAS,AA,WEST_CHADIC,400000,Nan,xa,mun,gak,bap,0,mup,as,0,t3N,0,Sim,tom,gis,0,kom,it,g3z3N,as,lis,furm,sar,0,0,Se,ne,fot,mut,yi,pus,0,am,N3k,wus,ar,0,par,0,0,sim
ARABISHI,AA,WEST_CHADIC,27300,yeN,yeke,yemu,da,bi,ne,guna,k3re,0,naCi,g3Na,pata,jin,k3Si,koho,kuN,nan,ani,akuri,ariSiya,guyaN,nan,nono,duSiya,Sa,g3N,ji,mutu,jo,nana,k3N,ruwa,duni,wuta,turiCi,tudu,d3d3ri,Cika,Sabuwa,Seyi
BADE,AA,WEST_CHADIC,250000,n3-n3n,nagi-ya,gu-gun,gadi,s3r3n,ndi,suyu-v3nakau,ja,Cangar,d3m-waka,am3k3,3lv3k,t3d3m,awuk-silak,fuwak,gut,da,3stan,yan-C3Nna,m3rni-m3r5i,adakfu,ami,f3fau,anavau,sau,ikau,d3gu,mtu,dawau-nayi,afa,gusau,am3n,venyi-ve5i,aka,3bdam,venyi-ve5i,3dv3d,Cipa-kiLa,k3la,wud
BEELE,AA,WEST_CHADIC,120,ina,keyi,mima,modi,bolo,mimo,Siro,ade,0,0,0,0,dom,0,0,kumo,ido,unti,0,yili,0,0,0,0,he,mo,0,motu,nduN,kara,0,ama,0,uhi,0,0,0,0,0,hinti
BOGHOM,AA,WEST_CHADIC,50000,0,0,0,n3m3n,rap,mar3m,C3r3p,n3N-53N,0,nasi-5asi,w3n3r,kar,piroN,g3N3l,no-5o,k3m,yir,nis3N-5is3N,S3N3l,neL-5eL,kamurum,0,nun,mal,siye,ke,kume,m3se,m3ne,tal,ngaL,yip,g3Si,wut,n3dap,pet,hut,0,pele,wus3m
BOLE,AA,WEST_CHADIC,100000,in,ka,mu,modi,bdo,memu,kiro,kuti,j3N3ri,Soiwi,owu,iSi,domi,us3ki,bolu,kumi,idi,winu,3do,lisi,burn,sara-sa,w3di,rubuso,sa,isi,isi,mutu-motu,diNo,futi,jEna,3ma,daniguSu,w3si,gogo,guS3w-guoS3w,bodi,Nomani-Nomu,poyo,siko
BOLE_2,AA,WEST_CHADIC,100000,ina,kai,mimu,modi,bolo,memu,kirwo,kuti,j3Nk3ri,Soiwi,owu,iSi,domi,us3ki,bolu,kumi,idi,wintu,ido,lisi,burn,s3ra,w3di,rubusu,sa,in,kum,mutu,diNgo,futi,janja,3ma,guso,w3si,gogo,guoS3w,bodi,gamt-gunt,poyo,siNkwo
CIWOGAI,AA,WEST_CHADIC,2000,0,0,0,wuti,ra7a,0,hati,atuki,0,0,tag3,tal,tum,kekes3n,malame,0,aCe,t3nan,dine,sinkan,bombar3n,kan3,0,0,Sa,0,0,mosen,ba-to,sarafe,dila,zawe,ife,akwe,0,0,jubune,0,0,s3man
DASS_DWAT,AA,WEST_CHADIC,8830,0,0,0,num,rop,yam,gos,k3t,0,put,bakn,kur,buran,is,nve,kum,ir,NuzuN,Sin,NuL,g3muren,0,Nin,burLam,Lix,yeliy,wum,mus,cul,pedi,Z3giZ3k,Za,sum,utu,cup,de,vori,0,m3mur-m3muri,Sin
DERA,AA,WEST_CHADIC,20000,0,0,0,dumey,rap,mu,Suruwo,yEde,j3nk3t,Sowi,kumo,dimi,0,wiyin,bili,kumo,yEro,w3riN,wuro,yilik,birim,0,wori,ruo-ruwo,n3y,ali,k3Ni,muroni,dono,pori,nini,ga,amuguwat,w3ti,goko,guw3t,biri,0,pEni,yim
DIRI,AA,WEST_CHADIC,7200,0,0,0,0,r3bu,0,0,ada,0,0,0,0,vud3Zu,adusu,0,huma,ado,0,Siya,Sindu,gurta,0,yapu,0,Ca,hya,0,matu,mbu,fata,0,cuwaru,baya,akuwa,zugu,0,sam,0,mal,Sin
DUHWA,AA,WEST_CHADIC,800,yin,y3uh,yigan,handak,kataN-wul,bafal,3zawa,gira,cid,m3diT,alik,rew,izim,g3S,gEl,kumo,awinji,ati,agur,al3S,arumo,ra,TiTi,aci,d3ul,jaun,sal,m3t,da,jira,sanzirEk,ham,haS,woS,h3r,haS-kuduN,maf3d,kalak,ma,Sum
DYARIM,AA,WEST_CHADIC,400,Nam-aN3,ki-k3n,may-mu,nam,biLi,margu,gas3,kara,0,Nas3,dabo,korli,Caw3r-Cawr,mat3,Naw,k3m,yir,i83n-i8n,SEn,5Elum,goroN,go73,5ini,ra,La,0,wom,m3s,bit3,pit3,Cara,Za,p3s3,wut3,fidi,wub3,kavodi,0,0,0
FYER,AA,WEST_CHADIC,26100,yin,ho,kan,git,po,naf,pupwap,keN,0,yiyit,0,pur,rom,kes,waraN,humu,yuru,Sin,haNor,les,fuN,ya,fuf,vuvu,So,di,hali,mot,yel,vivat,wader,ham,yaN,man,vaN,balaN-ho,gen,0,mu,kusum
GALAMBU,AA,WEST_CHADIC,0,na,ka-Ti,muni,muryi,mal,mi,karba,irya,yonga,wala,gaya,Ngu,jama,wuSiN,bali,kuma,irya,wuzi,yizi,lim,bubur,sara,wuryi,tuzi,S,5y,kal,m3z,nw,pizi,zangiya,ama,gigai,wuSi,nuNa,Ngusi,b3ryi,Ngan,nahwe,Sim
GARAKU,AA,WEST_CHADIC,27300,eni,ek3,omu,da,bi,ne,guna,k3re,kuma,nasi,g3ya,pata,zini,k3Si,koho,kuni,nani,ani,akuri,ariSiya,guyam,nan,nano,ana,Sa,g3ni,zi,munu,zo,nana,k3m,ruwa,duni,wuta,turiki,tudu,d3d3ri,sisika,sabuwa,suna
GEJI,AA,WEST_CHADIC,6000,0,0,0,n3m,lop,maliN,kesi,kadi,k3likito,Lindi,da,kul,hul3N,isi,no,k3N,ge,iCiN,siN,lika,gahul3n,0,ni,maLi,Lawi,yeni,kumi,muSi,tuluwi,CiN,ka8il,ziye,ye,wutu,tanu,Linil,gasi,0,piyali,sin
GERA,AA,WEST_CHADIC,200000,0,0,0,moy,mulu,marimi,kirfa,yeda,toda,Saf3Na,ngemi,diSi,noma,w3nsini,biyena,kumi,yidi,wenini,w3Sa,delimsa,burmi,0,wi,tuSi,si,ni,k3li,mudu,nu,piSi,sasiNera,h3m3,giwi,wusi,geniki,ruda,biribi,0,0,sima
GERA_2,AA,WEST_CHADIC,200000,na,ka-Sa,muni,moyi,mulu,barmi,kerufa,yada,toda,waya,gaimi,diSi,noma,wans3ni,bena,kumi,idi,wunTini,waSa,delimsa,burmi,sara,wiyi,tuSi,se,ne,kal,mudu,ndu,piSi,sasangira,hama,giwi,wusi,gyandiki,ruda,birbi,Ngumti,karki,s3ma
GERUMA,AA,WEST_CHADIC,9030,na,ka-Si,munu,mo-mon,malu-maluN,mimi,karfa,ede,todoN,waya,dasaN,duTi,numa,okaSi,beyi,kuma,ida,umSi,oToN,limSi,burmuN,saraN-sarra,ywi7i,guma,Se,ne,kula,mut,NN,fiTTe,SeSerNa,amma,yuworo,uSi,nokko,yoro,bi7i,0,gutukuya,Simi
GITATA,AA,WEST_CHADIC,27300,ani,ax3,amu,da,bi,n3,guna,k3re,kakata,naci,N3ya,pata,j3n,k3Si,k3po,kun,nan,ani,akuri,ariSiya,guyaN,nan,n3no,ana,Sa,g3ni,ji,mutu,zo,nana,C3N,ruwa,d3ci,wuta,tiCi,tudu,d3d3ri,c3ka,sabo,suna
GOEMAI,AA,WEST_CHADIC,200000,0,0,0,mEy-mEi,v3l,gurum,S3r3p,as,n3m,Sip,yim,Sim,tim,3s,sogom,k3m,haSit,goN,hoL-hos,lis,f3r3m,0,yir,f3l3,suwa,na,k3l3N,mut,wul,p3s,SimSar,haN3de,p3n,wus,wokam,p3ng3fir,goN,0,p3,sim
GURUNTUM-MBAARU,AA,WEST_CHADIC,15000,yim,kau-kaN,kaN,Sak,rap,0,malaN,da,0,yaNsi,yasar,Nubi,baran,0,mau,kwaNsi,yiriN,0,0,5ala,van,a,wuru,0,sai,yu,kumi,m3si,wari,0,Sat3ri,ma,Sini,iSi7,0,ai,vuru,0,pali,siN
GWAGWA,AA,WEST_CHADIC,27300,ani,ak3,am,da,bi,ne,guna,k3re,korokota,naci,g3Na,fata,jini,k3si,kaho,kunni,nani,ani,akuri,ariSiya,guyam,nani,nono,ana,Sa,g3ni,ji,mutu,jo,nana,kemi,ruwa,duni,wuta,turiki,tudu,d3d3ri,CiCika,sabuwa,suna
HAUSA,AA,WEST_CHADIC,26929000,ni,kai-ki,mu-ni,daya,biyu,mutum,kifi,kare,karkata,itaTe-bishiya,ganye,fata,jini,kashi,kaho,kunne,ido,hanTi,hakori,harshe,giwa,hannu,nono-mama,hanta,sha,gani,ji,muti,zo-taho,rana,tauraro,ruwa,duse,wuta,hanya-turba,duse-babban,dare,Tikakke,sabo,suna
HAUSA_2,AA,WEST_CHADIC,26929000,ni,kai-ke,mu,daya,biyu,mutum,kifi,kare,kakata,itaTe,ganye,fata,jini,kashi,kaho,kunne,ido,hanTi,hakori,harshe,giwa,hannu,nono,hanta,sha,gani,ji,mutu,zo,rana,a,ruwa,dutse,wuta,hanya,dutse,dare,a,a,suna
